respid,intfreq,snsint2,q20,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,cregion,sex,age,marital,educ2,emplnw,inc,party,partyln
101313,2,1,1,2,1,1,2,1,2,2,2,2, ,3,1, ,1,2,2,2,4,2,30,6,4,1,99,3,8
101315,1,1,3,2,1,2,2,1,2,1,2,2, ,1, , ,3,1,1,1,3,2,36,1,6,1,7,2, 
101316,1,1,3,1,1,1,1,1,2,1,2,1,3,3,3,5,1,1,1,1,1,1,34,6,3,2,1,3,8
101317,2,1,3,2,1,1,2,1,2,2,2,2, ,1,1, ,1,1,2,2,1,2,42,1,98,4,98,4,8
101318,3,2,3,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,2,56,3,5,2,3,4,9
101321,2,1,3,1,2,1,2,1,2,2,2,2,5, ,3, ,3,1,1,2,1,1,52,1,3,1,7,2, 
101322,1,1,3,1,1,1,1,1,1,2,2,2,5,1,1,3,1,1,1,2,1,1,20,6,3,1,98,3,8
101324,1,1,2,2,1,1,2,1,2,2,1,2, ,4,1, ,5,1,2,2,2,2,58,2,6,3,5,3,1
101325,2,1,2,1,1,1,1,1,2,2,2,2,1,4,4,1,1,1,1,1,1,1,27,1,6,1,6,2, 
101326,2,1,3,2,1,1,1,1,1,1,2,2, ,1,1,1,1,1,1,1,3,1,42,1,6,1,99,1, 
101328,2,2,1,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,1,1,57,3,3,3,5,1, 
101329,2,1,2,1,1,1,2,1,2,2,1,1,5,3,5, ,3,2,1,2,3,1,46,1,7,1,9,3,9
101334,2,1,2,1,2,1,2,1,2,2,2,2,3, ,2, ,3,1,1,2,1,1,61,1,6,1,8,3,2
101335,4,1,2,2,1,1,2,1,2,2,2,2, ,5,5, ,4,1,1,1,3,1,56,1,2,5,6,3,1
101338,4,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,1,2,2,50,6,3,1,3,3,9
101339,2,2,1,2,2,1,2,1,2,2,2,2, , ,4, ,3,1,1,1,4,2,37,1,7,4,9,3,2
101340,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,25,6,6,1,6,1, 
101342,1,2,3,1,2,2,2,1,1,2,1,2,2, , , ,4,2,1,2,1,1,43,3,7,1,9,3,2
101353,1,1,3,2,2,1,1,2,2,2,2,2, , ,1,2, ,2,1,2,2,1,70,4,2,3,4,1, 
101354,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,2,1,99,1,5,3,99,1, 
101355,1,2,3,2,2,2,2,1,2,2,1,2, , , , ,2,2,1,2,3,1,46,2,5,1,6,3,2
101357,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,1,2,1,29,1,3,1,98,3,8
101358,1,1, ,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,3,1,56,3,4,3,7,1, 
101359,2,1,4,2,2,1,2,1,2,2,2,2, , ,4, ,4,2,2,2,3,1,24,2,1,1,4,4,8
101362,1,1,1,2,1,1,1,1,2,2,2,2, ,3,1,1,2,2,1,1,3,1,23,1,4,4,1,3,9
101366,4,1,1,1,2,2,1,1,2,2,2,2,4, , ,4,3,2,1,1,4,2,50,1,7,4,4,9,1
101370,2,1,1,2,1,1,1,1,2,1,2,2, ,2,2,2,3,2,1,2,4,1,37,1,3,1,7,3,1
101371,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,4,3,2,1,1,4,1,21,6,4,1,2,3,2
101372,1,1,1,1,2,1,2,1,1,2,2,2,5, ,5, ,1,1,1,1,4,1,48,1,3,1,5,2, 
101376,2,1,3,1,1,1,1,1,2,2,2,2,1,1,3,1,1,2,1,1,4,1,18,6,4,1,1,8,8
101379,1,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,1,4,1,20,6,1,5,2,4,2
101381,4,1,2,2,2,1,2,1,8,2,2,2, , ,3, ,4,1,1,2,4,2,99,9,4,3,99,9,9
101382,2,1, ,2,2,2,1,2,2,1,2,2, , , ,5, ,2,2,2,4,2,33,5,3,4,6,3,1
101384,1,2,3,2,2,2,2,1,1,1,1,2, , , , ,4,1,1,2,2,1,99,8,7,1,99,3,1
101385,1,1,3,2,2,1,2,1,2,2,2,2, , ,4, ,1,1,1,2,3,2,77,5,6,3,4,1, 
101387,1,2,2,2,2,1,2,2,2,2,2,2, , ,5, , ,1,1,2,2,2,62,1,4,6,5,2, 
101389,2,1,1,1,1,2,1,1,2,2,2,2,3,1, ,1,1,2,2,1,3,1,20,6,3,1,2,2, 
101391,2,1,1,2,1,1,1,1,2,1,1,2, ,1,1,1,3,1,1,1,2,1,34,1,4,1,8,2, 
101394,4,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,1,1,48,3,7,1,6,3,8
101396,1,1,3,2,2,1,2,1,1,2,1,2, , ,3, ,3,1,1,2,1,1,68,6,7,3,7,2, 
101398,3,2,1,2,2,1,2,1,1,2,1,2, , ,3, ,3,1,1,2,4,1,23,6,3,1,99,1, 
101405,2,1,1,2,1,1,1,2,2,2,2,2, ,1,2,2, ,1,2,1,1,2,40,1,6,1,8,2, 
101408,3,2,2,2,2,2,2,1,2,2,2,2, , , , ,5,2,1,2,2,2,50,1,5,2,99,9,9
101409,2,1,3,1,1,1,1,1,1,2,1,2,4,3,3,3,3,2,1,2,2,1,42,6,6,1,7,2, 
101412,2,1,4,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,29,6,6,4,1,2, 
101414,2,1,2,2,2,1,2,2,2,1,2,2, , ,3, , ,1,1,2,4,2,64,1,8,3,6,9,9
101415,2,1,1,2,1,1,1,1,2,1,2,2, ,1,1,1,3,1,2,2,4,2,18,6,3,4,98,3,2
101416,2,2,2,2,2,2,2,1,2,1,1,2, , , , ,2,1,1,2,4,1,56,1,6,1,8,1, 
101417,1,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,4,1,65,1,6,1,8,4,8
101419,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,3,1,24,1,3,1,7,3,2
101423,2,1,3,2,2,1,2,1,1,2,2,2, , ,1, ,3,1,1,1,2,1,43,1,3,2,98,3,2
101428,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,2,1,34,1,3,2,6,4,8
101429,2,2,3,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,3,2,78,5,6,3,99,2, 
101431,3,1,3,2,2,1,2,1,2,2,1,2, , ,1, ,1,1,1,1,2,1,37,6,4,1,3,2, 
101439,3,1,3,2,1,2,1,1,1,1,2,2, ,1, ,1,3,2,1,2,4,2,21,6,3,2,99,1, 
101440,2,1,1,2,1,1,2,1,1,2,2,2, ,4,3, ,1,2,1,2,3,1,31,1,5,2,2,3,2
101442,2,2,1,2,2,2,2,1,2,1,2,2, , , , ,3,2,1,2,2,1,43,1,6,1,8,2, 
101443,2,2,2,2,2,1,2,1,2,1,2,2, , ,3, ,2,1,1,2,4,1,43,1,6,1,5,3,1
101444,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,4,1,87,5,7,3,6,1, 
101445,2,1,3,2,2,1,2,1,1,2,2,2, , ,2, ,1,1,2,1,3,1,40,1,2,1,5,2, 
101446,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,4,1,54,1,6,1,99,4,1
101447,2,1,2,2,2,1,2,1,2,1,2,2, , ,3, ,4,1,1,2,4,1,55,1,7,1,9,3,1
101451,2,1,2,1,1,1,2,1,2,2,1,2,3,3,3, ,1,1,1,2,4,1,70,1,4,3,6,1, 
101454,5,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,4,2,2,2,3,1,55,3,3,1,1,3,2
101457,2,1,4,1,1,1,2,1,2,2,1,2,4,5,4, ,3,1,1,1,4,1,61,3,6,1,8,3,9
101458,1,1,3,2,1,1,2,1,1,1,2,2, ,2,1, ,5,1,1,1,4,2,36,1,6,2,8,4,1
101459,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,5,4,1,1,2,4,1,50,1,8,1,9,1, 
101464,1,1,2,2,1,1,2,1,2,2,1,2, ,1,1, ,4,1,1,2,4,1,41,1,7,1,9,3,2
101468,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,2,2,4,1,41,6,4,1,6,1, 
101469,1,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,3,2,1,1,4,1,25,2,5,1,5,3,1
101473,1,1,1,1,1,1,1,1,2,1,2,2,4,1,1,1,1,1,2,1,4,1,29,2,3,1,3,4,1
101477,2,1,2,2,1,1,2,1,2,1,2,2, ,5,3, ,3,1,1,2,3,2,48,4,6,2,99,1, 
101478,4,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,1,1,1,3,1,43,2,1,1,4,4,8
101482,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,5,1,2,1,3,2,45,3,4,1,3,2, 
101485,1,1,3,2,1,1,2,1,2,1,2,2, ,5,2, ,5,2,1,2,3,2,59,4,6,1,7,1, 
101488,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,4,1,1,1,3,1,99,1,3,4,99,3,8
101489,3,1,1,2,2,1,2,2,2,1,2,2, , ,2, , ,2,1,2,3,2,71,5,4,3,3,2, 
101494,4,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,1,2,2,1,4,2,38,1,2,4,3,4,8
101497,3,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,1,1,1,2,1,36,1,3,3,5,1, 
101498,3,2,2,2,2,2,2,2,2,1,2,2, , , , , ,1,1,2,3,1,84,5,6,3,5,3,8
101499,2,1,2,2,1,1,1,1,1,1,1,2, ,2,2,5,3,1,1,1,3,2,35,1,6,1,9,3,2
101501,1,1,1,2,1,1,2,1,1,2,2,1, ,1,1, ,1,1,2,1,4,1,22,2,3,1,2,3,2
101507,1,1,2,1,2,2,2,1,2,2,1,1,3, , , ,3,2,1,1,4,1,39,1,7,1,9,2, 
101509,1,1,3,2,2,1,1,1,2,2,1,1, , ,1,2,1,1,1,1,4,1,32,4,5,1,7,1, 
101510,2,1,1,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,4,2,66,1,5,2,3,2, 
101511,1,1,3,2,2,1,2,1,2,1,2,2, , ,1, ,1,1,1,2,2,2,69,1,8,2,8,2, 
101516,3,1,2,2,2,1,2,1,2,1,2,2, , ,2, ,5,2,1,1,4,1,56,1,4,3,99,4,8
101517,2,1,2,2,1,1,2,2,2,2,2,2, ,2,3, , ,2,1,2,4,2,77,1,8,3,9,2, 
101519,2,1,2,2,2,1,2,2,2,2,1,2, , ,3, , ,1,1,2,1,1,52,1,3,1,9,1, 
101521,2,1,1,1,2,1,2,2,2,1,2,2,3, ,2, , ,1,1,2,3,2,30,1,6,4,9,2, 
101522,1,1,1,2,2,1,2,1,2,1,2,2, , ,2, ,5,1,2,2,3,2,50,1,5,1,9,1, 
101524,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,2,1,1,3,1,65,6,8,3,99,2, 
101525,2,1,3,2,2,1,2,1,2,2,1,2, , ,2, ,2,1,1,2,1,1,73,1,7,3,8,2, 
101526,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,2,3,1,29,3,3,4,1,4,8
101527,2,1,1,2,1,1,1,1,2,1,2,2, ,1,1,1,1,1,2,1,3,2,36,6,4,1,3,3,8
101530,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,58,1,6,6,4,1, 
101534,1,1,4,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,3,2,55,3,3,1,8,1, 
101537,2,2,1,2,2,2,2,1,2,2,2,1, , , , ,2,1,1,2,2,1,53,2,6,1,99,2, 
101540,1,1,2,2,2,1,2,1,2,1,2,2, , ,3, ,5,1,1,2,2,2,68,1,3,3,99,3,2
101542,2,1,1,2,2,1,2,1,1,2,2,1, , ,5, ,3,2,1,2,2,1,53,1,6,1,7,2, 
101543,1,1,2,2,2,1,2,2,2,2,1,2, , ,2, , ,1,1,2,2,2,60,2,6,1,7,2, 
101546,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,1,1,1,2,1,32,3,3,2,4,1, 
101548,2,1,3,1,2,1,2,1,1,1,2,2,2, ,2, ,3,1,1,1,2,1,29,6,4,1,2,2, 
101550,2,1, ,2,2,1,2,1,1,2,2,1, , ,1, ,3,2,1,2,4,2,38,1,6,2,5,2, 
101552,2,1,3,2,2,1,2,1,2,2,1,1, , ,3, ,3,1,1,2,4,1,66,1,7,2,7,2, 
101553,4,2,2,2,2,2,2,1,2,2,2,1, , , , ,3,1,1,2,4,1,68,1,5,3,4,3,1
101554,1,1,2,1,1,1,2,1,1,2,1,2,3,4,4, ,2,1,1,2,4,1,48,1,7,1,9,3,1
101555,1,2,2,2,2,2,2,1,2,2,2,2, , , , ,1,1,1,2,4,1,52,1,6,2,6,1, 
101559,1,1, ,2,1,1,1,1,2,1,2,1, ,3,2,3,1,2,1,2,1,2,70,4,6,6,1,4,8
101560,2,2,2,2,2,1,2,1,2,2,1,2, , ,2, ,2,2,1,2,4,1,24,6,6,1,6,3,2
101561,1,1,1,1,1,1,2,1,1,2,1,2,1,2,1, ,1,1,1,1,1,2,45,3,2,1,1,3,1
101562,5,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,2,2,1,1,1,63,6,2,1,8,4,2
101563,1,1,1,2,1,1,2,1,2,2,2,2, ,3,1, ,1,1,1,1,1,1,40,3,4,1,99,3,1
101564,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,1,1,3,2,48,2,6,1,7,2, 
101566,4,2,2,2,2,2,2,2,1,2,2,2, , , , , ,2,1,2,2,1,61,1,2,1,7,2, 
101569,2,1,1,2,2,1,1,1,2,2,2,2, , ,1,5,5,1,1,2,2,2,72,4,4,3,6,1, 
101573,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,2,2,1,2,2,2,23,2,6,7,1,2, 
101574,2,1, ,2,1,1,1,1,2,2,2,2, ,3,2,1,5,2,2,1,3,2,25,4,2,4,1,3,8
101575,2,1,1,2,1,1,2,2,2,1,2,2, ,4,3, , ,2,1,2,3,2,46,1,7,1,9,3,2
101576,1,1,2,1,1,2,1,1,2,2,1,2,3,3, ,2,2,1,1,2,2,1,20,6,4,2,5,3,2
101577,2,1,1,2,1,1,2,2,2,2,2,2, ,3,3, , ,2,1,2,1,1,60,4,6,1,9,1, 
101578,1,1,1,1,2,1,2,1,1,2,1,2,3, ,1, ,3,1,1,1,3,2,55,1,6,1,8,2, 
101581,2,1,1,2,2,1,2,1,1,2,2,2, , ,3, ,2,2,2,1,1,1,23,4,3,1,3,4,8
101582,2,1,1,2,1,1,2,1,2,1,2,2, ,4,2, ,5,1,1,2,2,2,58,1,3,1,7,3,2
101583,1,1,1,1,1,1,1,1,1,2,2,2,1,3,1,4,1,1,1,2,3,1,22,6,6,7,6,3,2
101586,2,2,3,2,2,2,2,1,2,1,1,2, , , , ,1,1,1,2,2,1,41,6,5,1,5,4,9
101588,2,1,1,2,1,1,1,1,2,1,2,1, ,2,2,1,3,1,1,2,1,2,18,6,3,2,98,3,1
101590,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,2,2,2,2,4,1,32,3,1,2,1,3,2
101591,2,1,2,1,2,1,2,1,2,2,2,2,2, ,1, ,2,1,1,2,3,1,26,1,6,1,5,3,1
101594,1,1,3,2,1,1,2,1,2,2,2,1, ,1,2, ,2,1,1,1,2,1,30,1,7,1,6,2, 
101595,2,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,99,9,1,99,99,9,9
101596,1,1,2,2,1,2,1,1,2,2,1,2, ,2, ,3,3,2,1,2,2,2,29,1,7,1,6,2, 
101597,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,4,2,24,6,4,1,3,3,2
101599,1,1,1,1,2,1,2,1,1,2,2,2,1, ,1, ,1,2,2,2,2,1,45,6,1,1,1,3,2
101601,1,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,2,1,54,6,3,1,7,2, 
101604,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2, ,2,2,1,1,2,1,37,2,7,1,99,3,2
101605,2,2,1,2,2,2,2,1,1,2,2,2, , , , ,2,1,1,2,4,1,44,1,6,1,9,1, 
101608,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,2,2,1,2,4,1,73,1,6,3,7,3,2
101612,2,1,2,2,2,1,1,1,2,1,2,2, , ,3,5,3,1,1,2,4,1,60,5,6,2,99,9,9
101613,1,1,1,1,1,1,2,1,1,1,1,2,4,3,1, ,4,1,1,2,2,2,42,1,8,1,7,3,2
101616,2,1,2,1,1,1,2,1,2,2,2,2,5,5,5, ,5,2,1,2,1,1,41,1,6,1,9,2, 
101619,3,2,1,2,2,2,2,1,2,1,2,2, , , , ,4,2,1,2,3,2,72,5,4,3,4,1, 
101620,2,1, ,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,1,2,2,28,1,2,4,2,3,1
101621,2,1,2,2,1,1,2,1,2,1,1,2, ,2,2, ,5,1,1,2,3,2,52,1,6,2,99,1, 
101622,1,1,1,2,1,1,1,1,2,2,2,2, ,1,1,1,1,1,1,1,1,1,24,6,6,7,4,2, 
101624,4,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,1,3,2,79,1,4,3,9,1, 
101626,1,1,1,1,1,1,2,1,1,1,2,1,3,5,4, ,3,1,1,1,3,2,39,6,6,1,7,2, 
101628,2,1,2,2,1,2,1,1,2,1,2,2, ,1, ,2,1,1,1,2,3,2,20,6,3,2,98,2, 
101631,1,1,1,2,1,1,2,1,2,2,2,2, ,5,1, ,2,2,2,2,3,1,36,3,3,1,3,3,8
101632,2,2,2,2,2,2,1,1,2,1,1,2, , , ,2,1,1,1,2,2,1,56,1,6,4,7,9,9
101637,1,1,2,1,2,1,2,1,1,2,2,1,5, ,2, ,3,1,1,1,4,1,36,6,7,1,6,2, 
101641,2,1,3,2,1,2,2,1,2,1,2,2, ,3, , ,4,2,1,1,4,2,39,1,6,1,9,3,2
101648,2,1,3,2,1,1,2,1,2,2,2,2, ,1,1, ,3,1,1,2,4,1,47,1,1,1,4,3,8
101649,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,4,1,40,1,3,1,3,2, 
101653,2,1,1,1,2,1,2,1,2,2,1,2,2, ,3, ,3,2,1,2,4,1,78,2,8,3,8,2, 
101654,1,2,1,2,2,1,2,1,1,2,2,2, , ,2, ,4,1,2,2,4,1,19,6,1,4,1,3,8
101658,1,1,1,2,1,1,2,1,8,2,1,2, ,2,1, ,1,1,1,1,3,1,40,2,6,1,8,2, 
101660,4,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,2,3,1,55,1,6,1,99,3,1
101662,2,1,1,2,1,1,2,1,2,1,1,2, ,4,5, ,2,2,1,2,1,1,41,3,5,1,7,3,1
101663,2,1,1,2,1,1,1,1,2,1,2,2, ,1,2,2,1,1,1,1,2,2,30,6,5,1,5,3,1
101665,2,2,2,2,2,2,2,1,2,2,1,2, , , , ,2,1,1,2,3,1,65,4,3,4,7,1, 
101668,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,3,2,1,2,3,2,33,2,5,1,5,2, 
101669,2,1,2,1,1,1,2,1,1,2,1,2,2,5,2, ,2,1,1,2,3,1,99,6,7,7,98,8,8
101670,1,1,3,2,1,1,2,1,1,1,1,1, ,2,3, ,3,1,1,1,1,1,30,1,5,4,6,4,9
101671,1,1,2,2,2,1,2,1,2,1,1,2, , ,1, ,2,2,1,2,3,2,99,1,6,1,6,2, 
101674,2,1,2,2,2,1,2,1,2,1,2,2, , ,2, ,3,1,1,2,3,2,46,3,5,1,6,3,2
101678,2,1,3,1,2,1,2,1,2,2,2,1,3, ,1, ,3,2,1,2,4,2,60,3,6,1,5,3,2
101679,1,1,2,2,1,1,2,1,1,2,2,2, ,3,2, ,1,1,1,1,4,1,55,3,5,3,6,3,8
101684,3,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,77,1,4,3,6,3,2
101685,2,1,1,2,2,1,2,2,2,1,2,2, , ,3, , ,2,1,2,2,2,70,2,3,3,4,3,1
101686,1,1,4,1,2,1,2,1,2,2,1,2,2, ,2, ,3,1,1,2,3,1,71,3,4,3,99,3,2
101688,4,2, ,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,2,2,90,5,5,3,98,2, 
101689,2,1,1,2,1,1,2,1,2,2,2,2, ,5,1, ,3,1,1,2,2,2,61,3,5,2,4,5,8
101694,1,1,2,2,2,1,2,1,2,2,1,2, , ,2, ,3,2,1,2,3,1,63,1,7,1,6,2, 
101695,2,1,2,2,1,1,1,1,2,1,1,8, ,2,2,3,4,1,1,2,2,2,57,2,4,1,6,3,2
101699,4,1,2,1,1,1,2,1,2,2,2,2,4,1,1, ,4,1,1,2,2,2,59,2,2,1,3,2, 
101700,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,4,1,1,2,2,2,67,6,8,3,99,1, 
101703,2,1,1,2,2,1,2,1,2,2,1,2, , ,2, ,3,1,1,2,2,1,56,1,4,1,8,1, 
101704,5,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,2,2,4,2,62,4,2,3,1,4,1
101707,1,2,2,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,4,1,73,5,7,3,9,3,8
101710,2,1,3,1,2,1,2,1,1,2,1,2,2, ,2, ,4,1,1,1,4,1,99,1,8,1,99,2, 
101714,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,2,1,2,32,6,3,1,3,2, 
101716,2,2,2,2,2,2,2,1,1,2,2,2, , , , ,3,1,1,2,1,1,62,1,6,1,8,2, 
101717,1,1,3,1,1,1,2,1,1,1,2,2,5,2,3, ,3,1,1,2,1,2,59,1,7,1,9,2, 
101719,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,3,1,1,1,1,1,32,2,3,3,6,1, 
101725,2,1,2,2,1,1,2,1,2,1,1,2, ,3,2, ,3,1,1,2,1,2,55,3,6,1,6,2, 
101726,2,1,1,1,1,1,1,1,2,1,1,1,5,5,5,1,2,1,1,1,3,1,38,3,7,1,8,3,1
101731,3,2,2,2,2,2,2,1,2,1,2,2, , , , ,3,1,1,2,3,1,44,1,7,1,8,2, 
101732,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,5,4,2,1,2,3,2,23,6,6,1,6,2, 
101733,1,1,1,1,1,1,2,1,1,1,2,2,5,1,1, ,3,1,1,1,3,2,37,2,4,1,6,2, 
101735,2,1,3,2,2,1,2,1,2,1,2,2, , ,3, ,5,1,1,2,1,2,58,1,3,5,6,1, 
101738,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,73,5,6,5,99,1, 
101739,1,1,1,2,1,1,1,1,2,2,2,2, ,2,1,2,1,1,2,2,3,2,33,6,4,1,4,2, 
101742,2,2,1,1,2,2,2,1,2,2,2,2,5, , , ,5,1,1,1,1,1,65,1,4,1,8,2, 
101744,2,1,1,2,1,1,2,1,2,2,1,2, ,3,2, ,1,2,1,2,3,2,49,6,6,4,7,1, 
101745,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,2,4,1,1,2,1,2,40,6,6,1,8,2, 
101748,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,1,2,72,1,7,3,6,2, 
101750,2,1,3,2,2,1,2,1,2,2,2,2, , ,5, ,2,1,2,2,1,1,43,1,5,1,6,3,8
101755,3,1,3,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,1,2,3,2,55,5,5,1,3,3,1
101756,2,1,2,1,1,1,2,1,1,1,1,1,3,3,2, ,1,1,1,1,3,2,54,3,7,1,6,2, 
101758,1,1,2,2,2,1,2,1,2,2,1,1, , ,3, ,1,2,1,2,3,1,99,1,7,1,9,3,9
101759,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,5,2,1,1,3,2,20,6,4,4,6,1, 
101763,1,1,2,1,1,2,2,1,2,2,2,1,2,3, , ,1,1,1,1,4,1,19,6,3,2,7,2, 
101766,2,1,2,2,2,1,2,1,1,2,1,2, , ,5, ,2,1,1,2,4,1,99,1,7,1,9,9,2
101769,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,19,6,3,7,98,3,2
101771,2,2,3,1,2,2,2,1,2,2,2,2,5, , , ,5,1,1,2,1,2,74,3,5,3,99,3,1
101773,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,3,1,68,1,4,3,4,3,1
101776,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,2,1,3,1,35,1,2,4,2,2, 
101777,2,1,3,2,2,1,2,1,2,2,2,2, , ,3, ,2,1,1,2,3,1,55,5,5,3,4,1, 
101779,2,1,2,1,1,1,2,1,2,2,1,2,4,4,4, ,4,2,1,2,1,1,30,1,7,1,9,2, 
101780,2,1,3,2,2,1,1,1,2,2,1,1, , ,2,1,1,1,1,1,1,1,22,6,5,2,98,3,2
101781,1,1,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,1,1,2,36,1,6,1,8,2, 
101782,2,2,2,2,2,2,2,1,2,2,1,2, , , , ,3,2,1,2,3,1,45,6,5,1,7,3,8
101784,2,1,1,2,2,1,1,1,2,2,2,2, , ,1,1,3,1,2,1,3,1,21,1,5,1,5,2, 
101785,2,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,1,1,1,1,1,55,1,3,1,7,1, 
101787,1,1,4,2,1,1,2,1,2,2,1,1, ,4,4, ,4,1,1,1,1,2,53,1,6,1,9,2, 
101788,2,1,1,2,1,1,2,1,2,1,2,2, ,1,1, ,3,2,1,2,3,2,44,2,3,1,4,1, 
101790,2,1,2,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,2,3,1,74,1,6,3,98,3,1
101791,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,99,3,7,3,6,1, 
101795,2,1,2,2,1,1,2,1,2,1,2,2, ,4,1, ,2,2,1,2,4,1,55,1,6,1,9,1, 
101797,5,2, ,2,8,1,2,8,8,2,2,2, , ,5, , ,2,1,2,4,2,80,9,7,3,99,3,2
101799,2,1,4,2,1,1,2,1,1,2,2,2, ,2,2, ,3,1,1,2,1,2,49,1,2,4,98,4,8
101801,1,1,2,2,1,1,2,2,2,2,1,2, ,4,1, , ,2,1,1,1,2,53,1,8,1,8,2, 
101803,2,2,1,2,1,2,2,1,1,2,1,2, ,3, , ,3,8,1,1,3,1,39,1,7,1,8,2, 
101804,4,1,3,2,2,1,2,1,1,2,1,2, , ,1, ,1,2,1,2,1,1,36,1,6,1,9,4,8
101805,2,1,1,2,1,1,1,1,1,1,2,2, ,2,1,1,1,1,1,1,1,2,48,1,3,1,7,2, 
101808,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,1,2,3,1,59,1,3,1,8,1, 
101809,1,1,2,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,4,1,71,1,6,5,7,3,1
101814,2,2,2,2,2,2,2,2,2,2,1,2, , , , , ,2,1,2,1,2,49,1,6,1,8,9,9
200004,2,2,1,2,2,2,2,1,2,1,2,2, , , , ,3,1,1,2,3,2,89,8,1,4,1,3,2
200010,1,1,1,1,1,1,2,2,1,2,2,2,5,1,1, , ,2,1,1,3,2,34,6,3,1,1,2, 
