respid,intfreq,snsint2,q20,web1a,web1b,web1c,web1d,web1e,web1f,web1g,web1h,web1i,sns2a,sns2b,sns2c,sns2d,sns2e,device1b,device1c,device1d,cregion,sex,age,marital,educ2,emplnw,inc,party,partyln
100070,2,1,3,2,1,1,2,1,1,2,1,2, ,3,3, ,3,1,1,1,2,1,39,1,7,1,8,3,9
100072,3,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,3,1,43,2,3,4,7,2, 
100074,2,2,3,2,2,2,2,1,2,1,2,2, , , , ,3,1,1,2,1,1,51,6,7,1,7,3,2
100076,3,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,1,2,1,2,1,51,1,4,1,5,4,8
100077,2,1,2,1,1,1,2,1,2,2,1,2,2,3,2, ,2,1,1,2,2,2,70,2,4,3,9,2, 
100078,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,1,61,4,4,2,2,3,1
100079,4,1, ,2,2,1,1,1,2,2,2,2, , ,3,5,3,1,1,2,2,1,38,6,6,5,3,3,8
100082,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,2,70,9,6,3,99,2, 
100086,2,1,2,2,2,1,2,1,2,2,1,1, , ,1, ,2,2,1,1,3,1,29,6,7,1,7,2, 
100087,4,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,1,3,1,22,6,4,1,4,1, 
100088,1,1,1,1,1,1,2,1,1,2,2,2,5,5,1, ,1,1,1,1,3,1,38,1,1,1,99,9,9
100092,2,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,3,1,61,1,3,1,6,2, 
100093,1,2,2,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,1,1,1,61,1,6,1,9,9,9
100095,2,1, ,1,1,1,2,1,2,2,2,2,5,3,1, ,5,1,1,2,3,2,56,6,2,6,1,2, 
100097,4,2,2,2,2,2,2,1,2,2,2,2, , , , ,4,1,1,2,1,1,64,1,8,1,6,2, 
100098,2,1,1,2,1,2,1,1,2,2,2,2, ,2, ,1,2,2,1,1,1,1,18,6,3,4,98,3,9
100099,2,1,1,2,1,1,2,1,1,1,2,2, ,5,3, ,3,2,1,2,3,1,24,6,3,6,1,2, 
100101,2,1,1,1,1,1,2,1,2,1,1,2,3,3,3, ,3,1,1,1,1,2,53,1,5,1,8,2, 
100103,2,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,2,2,2,53,3,6,1,5,3,8
100105,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,2,1,74,1,6,2,8,1, 
100106,9,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,5,2,1,2,2,1,61,1,3,1,99,1, 
100107,2,1,2,1,1,2,1,1,2,2,1,1,2,1, ,3,1,2,1,1,2,1,18,6,3,7,6,3,2
100108,2,2,2,2,2,2,2,1,2,2,1,1, , , , ,2,2,1,1,3,1,42,1,6,1,99,4,9
100112,1,1,2,1,1,2,2,1,2,1,2,2,2,2, , ,4,1,1,2,3,2,68,1,6,3,9,1, 
100113,3,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,2,99,1,2,3,99,9,9
100117,3,1, ,2,2,1,2,2,2,2,2,2, , ,5, , ,2,1,2,3,1,59,6,6,3,1,9,9
100118,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,18,6,3,2,9,1, 
100119,2,1,3,2,1,1,1,1,2,2,2,2, ,3,1,2,2,1,1,1,2,2,32,6,3,4,2,1, 
100120,2,1,3,2,2,1,1,1,2,2,2,2, , ,1,2,2,1,1,1,3,1,31,1,2,1,3,3,1
100121,1,1,1,1,1,1,2,1,2,1,1,1,2,3,1, ,1,1,1,1,2,2,38,6,3,1,5,1, 
100122,2,2,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,3,1,73,1,3,3,8,3,1
100123,2,1,3,1,2,1,1,1,1,2,1,2,3, ,1,3,3,1,1,2,3,1,98,1,7,1,8,3,2
100125,1,1,1,2,1,1,1,1,2,1,1,2, ,2,1,3,2,1,1,1,2,2,30,1,5,1,7,2, 
100126,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,1,2,1,28,6,4,1,1,1, 
100131,3,1,2,1,1,1,1,1,2,1,1,1,3,3,1,4,1,1,1,1,3,1,55,1,5,2,4,2, 
100132,2,1,1,1,1,1,1,1,1,1,1,1,5,3,1,5,1,1,1,2,2,2,57,1,8,1,9,3,1
100135,2,1,3,2,1,1,2,1,1,2,1,2, ,5,1, ,3,2,1,2,3,2,52,1,7,1,9,8,1
100136,2,1,1,2,2,1,1,2,2,2,2,2, , ,2,2, ,1,1,2,2,1,26,1,6,1,4,1, 
100137,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,1,1,1,1,3,2,43,1,5,4,6,3,2
100139,2,1, ,2,2,1,1,1,2,2,2,2, , ,2,2,3,2,2,2,2,1,48,3,3,2,3,2, 
100141,2,1,4,1,1,1,2,1,2,1,2,2,1,1,1, ,3,1,1,1,2,1,50,1,6,1,9,1, 
100142,2,1, ,2,2,1,2,1,2,2,2,2, , ,1, ,4,1,1,2,3,2,67,3,2,3,1,3,2
100144,2,1,2,2,2,1,2,1,2,1,1,2, , ,1, ,2,1,1,2,2,2,64,6,8,1,7,2, 
100147,2,1,1,1,2,1,1,1,2,1,2,2,3, ,2,3,2,1,1,1,2,2,41,1,6,4,8,1, 
100150,1,1,1,1,1,2,2,1,2,2,1,1,1,5, , ,4,1,1,1,1,1,59,6,6,1,8,2, 
100153,1,1,3,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,1,2,2,25,6,5,1,6,2, 
100154,2,1,2,1,2,1,1,1,2,2,1,2,5, ,2,4,3,1,1,1,3,1,45,1,5,1,6,3,1
100155,1,1,1,1,1,1,2,1,2,2,2,2,3,3,2, ,2,1,1,2,2,2,70,5,6,3,5,3,2
100156,1,1,3,2,2,1,1,1,2,1,2,2, , ,1,1,3,2,1,1,3,2,34,2,5,1,6,3,9
100158,2,1,2,2,2,1,2,2,2,2,2,2, , ,2, , ,2,1,2,2,1,75,1,7,3,9,3,2
100159,3,1,3,2,2,1,2,1,1,2,1,2, , ,3, ,3,1,1,1,1,1,63,1,5,1,8,2, 
100161,2,1,1,2,2,1,2,1,2,2,1,2, , ,1, ,3,2,1,2,1,2,62,5,4,3,5,3,1
100164,2,1,1,1,1,1,2,1,2,2,2,2,4,4,3, ,2,2,1,1,3,1,42,1,7,1,99,2, 
100165,2,1,3,1,2,1,2,1,2,1,1,2,1, ,2, ,3,1,1,1,1,1,47,1,7,1,7,3,9
100167,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1, , ,1,1,2,3,1,54,1,5,3,6,1, 
100171,2,1,2,1,1,1,2,2,2,2,2,2,9,4,1, , ,1,1,1,3,1,56,4,4,3,7,1, 
100173,1,1,1,1,2,1,2,1,2,2,2,2,4, ,1, ,3,2,1,2,2,1,48,3,4,5,9,8,1
100174,3,1,2,1,2,1,2,1,1,2,2,2,5, ,5, ,2,1,2,2,3,1,58,6,3,3,2,1, 
100175,1,1,1,2,1,1,1,1,2,2,2,2, ,1,2,2,1,1,1,1,4,2,23,6,4,2,1,2, 
100176,2,1,4,2,1,1,1,2,2,2,2,2, ,1,1,3, ,2,1,2,3,2,68,1,2,3,5,2, 
100178,2,1,1,1,2,1,2,1,2,1,1,2,4, ,2, ,2,1,1,2,4,1,38,1,5,5,8,1, 
100180,2,1,2,2,2,1,2,1,2,2,1,2, , ,4, ,3,1,1,1,2,1,50,1,6,1,8,1, 
100181,3,1, ,2,1,2,1,1,2,2,2,2, ,1, ,1,1,2,2,2,3,2,28,2,3,4,1,3,1
100185,1,1,1,2,1,1,2,1,8,1,8,8, ,5,1, ,1,1,2,2,4,1,57,3,4,1,99,9,1
100186,2,1,2,2,2,1,2,1,2,2,1,2, , ,1, ,4,2,1,2,4,2,28,6,8,1,9,3,2
100187,5,2, ,2,2,1,2,1,2,2,1,2, , ,5, ,2,2,2,2,4,1,68,3,4,1,4,2, 
100188,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,3,2,2,2,4,1,27,6,3,4,3,2, 
100189,2,1,3,1,1,1,2,1,2,2,2,2,2,5,1, ,2,1,1,2,4,2,26,4,4,4,2,3,2
100190,2,1,3,2,2,1,2,1,2,2,1,2, , ,4, ,2,2,1,1,3,2,25,1,6,1,4,3,1
100191,1,1,3,1,1,1,2,1,1,1,1,2,2,1,4, ,1,1,1,1,4,1,23,6,3,1,3,1, 
100193,5,1,2,2,2,1,2,1,1,2,1,2, , ,5, ,2,1,1,2,4,1,50,1,8,1,9,3,2
100194,1,1,3,2,1,1,2,1,2,2,2,1, ,1,2, ,3,1,1,2,4,1,23,6,3,1,2,3,2
100195,1,1,3,1,1,2,2,1,2,2,1,2,1,4, , ,2,1,1,1,4,1,50,1,6,1,9,2, 
100199,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,3,2,1,1,2,1,21,6,3,7,7,1, 
100201,3,2,1,2,1,2,2,1,1,2,2,2, ,3, , ,4,2,1,2,4,1,79,1,6,3,6,1, 
100202,2,1,3,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,1,4,1,50,1,5,1,9,1, 
100203,2,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,2,2,1,2,4,2,19,6,4,2,8,3,2
100206,2,2,2,2,2,2,2,2,2,1,2,2, , , , , ,2,1,1,4,2,68,1,8,3,9,1, 
100207,2,1,1,2,1,1,2,1,1,1,1,2, ,5,3, ,3,1,1,2,4,2,27,1,6,2,5,1, 
100209,2,1,3,2,1,1,2,1,1,2,1,2, ,2,1, ,4,2,1,2,4,1,51,1,8,1,8,2, 
100210,2,2,2,2,2,1,2,1,1,2,1,2, , ,3, ,1,2,1,2,4,1,68,1,6,3,7,1, 
100214,2,1,1,1,1,1,1,1,2,2,2,1,5,3,2,1,1,2,1,1,4,1,26,6,4,4,2,2, 
100215,2,1,1,2,2,1,2,2,2,2,2,2, , ,3, , ,2,2,1,4,2,48,1,4,2,99,8,8
100218,1,1,2,2,1,1,1,1,2,2,2,2, ,1,1,3,1,2,1,1,4,1,20,6,3,2,9,2, 
100219,1,1,2,2,2,1,2,1,1,1,1,2, , ,2, ,1,1,1,1,3,1,32,1,6,1,7,1, 
100220,1,1,2,2,2,2,2,1,2,2,1,1, , , , ,1,1,1,1,2,1,32,6,7,1,8,2, 
100221,2,1,3,1,1,1,1,1,2,2,1,1,5,1,1,1,1,1,1,1,3,1,20,6,3,2,6,3,8
100224,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,2,1,2,1,3,2,19,6,3,1,98,8,8
100225,2,1,3,1,1,1,2,1,1,1,2,2,3,1,1, ,3,1,1,1,1,2,99,1,4,1,8,2, 
100226,2,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,3,1,55,3,4,2,3,1, 
100229,2,1,1,2,2,1,2,1,1,2,1,2, , ,5, ,2,1,1,2,1,1,73,1,7,2,8,1, 
100234,1,1,1,2,1,2,1,1,1,1,2,1, ,1, ,1,1,1,1,1,3,1,18,6,3,2,98,1, 
100236,1,1,1,2,1,1,2,1,2,2,2,2, ,3,1, ,1,2,2,1,3,2,23,6,4,1,4,4,2
100237,2,2,3,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,3,1,60,1,5,1,8,3,1
100238,2,1,3,1,1,1,1,1,2,1,2,2,3,1,2,5,2,1,1,2,1,1,39,1,6,1,8,3,8
100239,2,1,1,2,2,1,8,1,1,2,2,1, , ,1, ,3,2,1,2,3,1,34,1,3,1,6,1, 
100241,3,1,2,1,2,1,2,1,2,2,2,2,2, ,2, ,2,2,1,1,3,1,22,6,3,1,3,3,1
100242,2,1,2,2,2,1,2,2,2,2,2,2, , ,1, , ,1,1,1,1,1,99,6,3,1,2,3,2
100244,1,1,3,2,1,1,2,1,2,2,2,2, ,1,1, ,1,2,1,2,3,2,49,3,6,5,5,2, 
100245,2,1,1,1,1,2,2,1,2,2,1,1,3,1, , ,2,2,1,1,3,1,40,1,4,1,8,3,1
100246,1,1,1,1,1,1,2,1,1,1,1,2,5,1,1, ,3,1,1,1,3,2,30,1,8,1,9,2, 
100247,1,1,4,1,1,1,2,1,1,1,1,1,3,2,1, ,1,1,1,1,3,1,40,1,5,3,99,3,8
100248,1,2,2,2,2,2,2,1,2,2,1,2, , , , ,5,2,1,2,3,1,58,1,7,1,9,3,2
100251,2,1,2,1,2,1,2,1,2,2,2,2,3, ,3, ,5,2,1,2,3,1,61,3,4,1,98,3,1
100255,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,1,1,1,3,1,54,1,4,4,3,1, 
100258,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,20,6,4,2,1,2, 
100259,2,2,3,2,2,2,2,1,2,2,1,2, , , , ,3,1,1,1,2,1,40,1,6,1,9,1, 
100260,2,1,3,2,1,1,2,1,1,2,2,1, ,3,3, ,2,2,1,1,3,1,30,1,8,1,9,2, 
100261,5,1, ,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,3,2,87,5,3,3,3,1, 
100264,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2,2,3,1,77,5,7,3,7,3,1
100266,2,1,1,2,1,1,1,1,2,2,2,2, ,5,1,5,2,2,2,2,3,1,25,2,3,2,3,3,2
100269,2,1,2,1,2,1,1,2,2,1,2,2,5, ,5,5, ,1,1,2,3,2,67,3,6,1,6,3,1
100270,2,1,1,1,1,1,2,1,2,1,2,2,4,2,1, ,1,1,1,2,3,1,32,6,7,1,7,2, 
100272,2,1,1,2,1,1,2,1,2,1,1,2, ,5,3, ,2,1,1,1,3,1,50,1,7,1,8,2, 
100273,5,2, ,2,2,2,2,2,2,2,2,2, , , , , ,2,1,2,3,2,65,1,5,3,99,9,9
100274,1,1,1,2,2,2,2,1,2,2,2,2, , , , ,1,2,2,1,3,1,54,1,3,1,4,3,1
100275,3,1,1,2,2,1,2,1,1,2,1,2, , ,2, ,5,2,2,2,1,1,38,9,6,4,1,2, 
100276,1,1,1,2,1,1,2,1,2,2,2,1, ,5,1, ,1,2,1,1,3,1,34,1,4,1,8,3,2
100282,3,2,2,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,2,3,2,87,5,6,3,4,4,1
100285,1,1,2,1,1,1,1,1,2,2,1,2,5,4,1,5,1,2,1,2,1,1,57,1,6,4,6,2, 
100289,1,1,1,2,2,1,2,1,2,2,1,2, , ,1, ,2,1,1,2,3,2,49,1,4,1,8,1, 
100290,2,1,3,2,2,1,2,2,2,1,2,2, , ,3, , ,1,1,2,2,2,71,1,6,1,99,1, 
100294,2,1,1,2,1,1,2,1,2,2,2,2, ,3,3, ,4,2,1,2,1,2,70,1,6,3,6,2, 
100296,1,1,3,2,2,1,2,1,2,2,2,2, , ,1, ,2,1,1,2,3,1,55,6,6,1,8,1, 
100297,3,2,1,2,2,2,2,2,2,1,2,2, , , , , ,1,1,1,1,2,48,1,6,8,9,1, 
100298,2,1,3,1,2,1,2,1,2,1,1,2,5, ,4, ,1,2,1,2,2,2,48,3,6,1,1,4,8
100302,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,25,2,3,1,3,3,8
100303,2,1,2,2,1,1,2,1,2,2,2,2, ,3,1, ,3,2,1,1,3,1,62,1,3,3,6,2, 
100304,3,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,1,2,3,1,58,2,5,6,5,1, 
100308,2,1,1,1,1,1,2,1,2,2,2,2,4,3,1, ,3,2,1,2,1,2,51,2,8,1,8,2, 
100310,1,1,3,1,2,1,2,1,2,2,1,1,4, ,2, ,1,2,1,1,4,1,23,6,6,1,9,3,2
100311,1,1,3,2,1,1,2,1,2,2,1,2, ,2,1, ,4,1,1,2,3,2,44,2,6,1,8,3,2
100312,1,1,1,1,2,1,2,1,1,2,1,1,3, ,2, ,2,1,1,1,1,2,32,1,6,2,7,2, 
100313,1,1,1,2,1,1,2,1,1,2,2,2, ,1,3, ,3,1,1,1,1,1,48,1,7,1,9,1, 
100314,1,1,1,2,1,1,2,1,2,2,1,2, ,1,2, ,2,1,1,2,3,1,55,6,6,1,9,1, 
100317,1,1,3,1,2,2,2,1,2,2,2,1,1, , , ,1,1,1,1,3,1,19,6,3,7,5,3,2
100322,2,1,2,2,1,1,1,1,1,2,2,1, ,1,1,4,1,1,1,2,2,1,29,6,4,1,3,3,2
100323,1,1,1,2,1,1,1,1,2,2,1,2, ,1,1,3,1,1,1,1,2,1,39,1,4,1,8,4,2
100324,2,1,3,1,1,1,1,1,2,2,2,2,3,2,1,5,2,1,1,2,2,1,62,1,5,1,8,1, 
100325,2,2,1,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,1,2,1,43,1,3,2,7,1, 
100326,1,1,2,2,2,1,2,1,2,2,1,1, , ,3, ,2,1,1,1,3,1,35,6,3,1,6,3,1
100327,2,1,2,1,2,1,2,1,2,2,2,2,4, ,3, ,5,1,1,2,2,2,70,6,7,3,4,2, 
100328,1,2,2,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,4,1,67,3,6,1,6,3,2
100329,2,1,3,1,2,1,2,1,2,1,1,1,5, ,5, ,3,1,1,2,3,1,30,1,6,1,7,3,8
100330,1,2,2,2,2,2,2,1,2,2,2,2, , , , ,1,2,1,2,2,1,23,6,4,2,2,3,1
100331,2,1, ,2,2,1,2,1,2,2,2,2, , ,1, ,1,1,1,2,3,2,55,1,6,3,5,1, 
100333,1,1,2,2,2,1,2,1,1,2,1,2, , ,1, ,1,1,1,2,2,1,48,1,4,1,99,9,9
100334,3,2, ,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,3,2,99,9,99,99,99,9,9
100336,2,2,3,2,2,2,2,1,2,1,2,2, , , , ,4,2,1,1,3,1,25,6,3,4,98,4,8
100339,1,1,4,1,1,1,1,1,2,1,1,2,3,1,1,4,4,1,1,1,3,2,36,1,7,1,9,2, 
100340,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1, ,2,1,1,3,2,26,2,6,1,6,2, 
100342,2,1,1,1,2,1,1,1,2,2,2,2,3, ,1,2,1,1,1,1,2,1,49,1,6,1,4,1, 
100343,2,1,2,1,1,1,1,1,2,2,2,2,1,4,5,4,3,2,1,1,2,1,35,1,4,1,6,2, 
100344,2,2,3,2,2,1,2,1,1,2,1,2, , ,3, ,2,1,1,2,3,1,34,1,7,1,9,3,2
100347,2,1,3,2,1,1,2,1,2,2,1,2, ,4,1, ,3,1,1,1,2,1,51,1,3,1,8,5,1
100348,2,2, ,2,2,2,2,1,2,2,2,2, , , , ,2,1,2,2,2,2,70,2,6,3,7,3,1
100349,1,1,2,2,1,1,1,1,2,2,2,2, ,1,1,5,3,1,1,2,1,1,26,2,7,7,5,2, 
100352,1,1,1,2,2,1,1,1,2,1,1,2, , ,1,5,3,1,1,2,3,2,46,1,6,1,8,3,2
100353,3,2,2,2,2,2,1,1,8,2,2,2, , , ,2,3,1,1,1,2,1,55,1,2,1,6,3,1
100354,1,1,2,2,2,2,2,2,2,2,2,2, , , , , ,1,1,2,2,1,57,1,6,1,6,2, 
100356,2,1,3,2,2,1,2,1,2,1,2,2, , ,1, ,3,1,1,2,3,2,57,1,6,3,8,1, 
100359,2,1,2,1,1,1,1,2,2,1,1,1,5,5,3,3, ,1,1,1,4,2,24,1,6,1,7,3,2
100362,3,2,2,2,2,2,2,1,2,1,2,2, , , , ,3,1,2,2,3,2,57,1,6,1,6,1, 
100363,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,4,2,2,2,2,2,71,3,6,3,6,1, 
100364,2,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,2,1,2,1,1,1,39,6,3,1,5,3,1
100366,2,1,1,2,1,1,1,1,2,2,2,2, ,1,3,1,2,1,1,1,2,1,18,6,2,5,9,1, 
100367,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1, ,3,1,1,1,3,2,33,1,6,1,99,2, 
100371,1,1,2,2,1,1,1,1,1,2,1,2, ,3,1,1,1,1,1,1,3,1,35,6,6,4,8,2, 
100372,2,1,2,2,2,1,2,1,2,1,1,2, , ,3, ,4,1,1,1,3,2,63,1,3,1,7,3,8
100373,1,1,1,2,2,1,2,1,2,2,2,2, , ,1, ,1,2,2,2,3,1,48,3,2,1,1,3,8
100374,2,1,1,2,2,1,2,1,1,2,2,2, , ,1, ,2,1,2,2,3,1,45,1,7,1,9,1, 
100375,2,1,3,2,2,1,2,1,2,1,2,2, , ,3, ,3,1,1,2,2,2,61,1,6,2,7,3,1
100376,2,1,2,1,1,1,2,1,2,1,1,2,3,3,2, ,3,1,1,1,2,2,56,1,5,4,99,1, 
100377,1,1,1,2,2,2,1,1,2,2,2,1, , , ,1,1,1,1,1,2,1,29,1,3,1,6,2, 
100378,2,1,1,2,2,1,2,1,2,2,2,2, , ,2, ,3,2,2,2,3,1,33,1,3,1,3,1, 
100379,2,1,1,1,1,1,2,1,2,1,1,2,3,2,1, ,2,2,1,1,2,1,43,1,5,1,7,1, 
100385,2,1,2,2,2,1,2,1,2,1,1,2, , ,2, ,4,2,1,2,2,2,57,6,8,1,7,3,9
100386,2,1,2,2,1,1,1,2,2,1,1,2, ,1,2,1, ,2,1,2,3,2,25,6,6,4,7,3,2
100389,4,1,2,2,2,1,1,1,2,1,1,2, , ,1,5,2,2,1,2,3,2,38,6,4,5,3,3,2
100391,5,2, ,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,1,2,1,72,5,3,3,6,2, 
100393,1,1,1,2,2,1,2,1,2,1,1,2, , ,1, ,3,1,1,2,2,1,52,2,7,5,7,3,2
100394,2,2,2,2,2,2,2,2,2,2,1,1, , , , , ,2,1,2,3,2,62,1,6,1,9,1, 
100395,1,2,3,1,2,1,2,1,2,2,1,1,5, ,1, ,4,1,1,1,4,1,49,1,4,1,9,1, 
100396,2,1,2,2,2,1,2,2,2,2,2,2, , ,3, , ,1,1,1,2,1,30,6,6,2,3,3,2
100398,2,1,1,2,2,1,1,1,1,2,1,2, , ,2,5,3,2,1,1,4,1,23,1,4,1,6,1, 
100399,2,1,2,2,1,1,1,1,2,2,1,2, ,3,3,3,1,2,1,1,4,1,58,1,6,1,5,3,1
100400,2,1,3,2,2,1,2,1,1,1,2,2, , ,2, ,3,1,1,2,4,2,71,1,6,4,9,2, 
100401,1,1,2,2,2,1,1,1,2,2,2,2, , ,1,5,3,1,1,1,2,2,42,1,7,1,9,2, 
100402,2,2,1,2,2,2,2,1,1,2,1,2, , , , ,2,1,1,2,4,2,30,6,6,2,2,2, 
100403,2,1,2,2,2,1,2,1,2,2,2,2, , ,3, ,5,2,1,2,4,2,75,1,5,3,4,3,1
100404,1,2,1,2,2,2,2,1,2,2,2,2, , , , ,1,1,1,1,4,1,33,3,3,1,5,3,8
100406,3,1,1,2,1,1,1,1,2,1,2,2, ,1,1,1,1,1,1,1,4,1,19,6,3,2,2,1, 
100407,2,2,2,1,2,2,2,1,2,2,1,2,1, , , ,5,2,1,2,4,1,55,1,6,1,9,2, 
100409,2,1,2,1,1,1,2,1,2,1,1,2,3,3,3, ,4,1,1,2,4,2,66,1,7,1,9,2, 
100410,1,1,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,4,1,44,3,98,1,9,4,8
100413,2,1,2,2,2,1,2,1,2,1,1,2, , ,1, ,2,1,1,2,4,1,56,1,6,2,4,3,1
100416,1,1,1,2,1,1,2,1,2,1,1,2, ,2,2, ,4,2,1,2,4,2,23,6,6,1,6,2, 
100418,2,1,1,2,1,1,1,2,2,1,2,2, ,1,5,1, ,2,1,2,4,2,18,6,3,4,2,3,8
100419,3,2,1,2,2,2,2,1,2,1,1,2, , , , ,3,2,1,2,4,1,52,4,5,1,7,3,1
100420,1,1,2,2,2,1,2,1,2,2,2,2, , ,1, ,3,1,1,2,4,1,42,6,4,6,1,1, 
100421,2,1,1,2,2,1,2,2,2,2,2,2, , ,1, , ,2,1,2,4,2,52,2,4,1,5,3,1
100424,2,1,1,2,2,1,2,1,2,1,2,2, , ,1, ,3,1,1,1,4,2,35,4,3,2,2,4,8
100425,1,1,1,2,1,2,1,1,2,1,2,2, ,1, ,1,3,2,1,2,4,2,19,6,3,2,9,2, 
100426,2,1,1,1,1,1,2,1,2,1,1,1,3,3,1, ,2,1,1,1,4,1,32,1,6,1,9,1, 
100428,2,1,1,2,1,1,1,1,2,2,2,2, ,1,1,1,3,2,1,1,4,1,25,6,4,1,6,1, 
100429,2,1,2,2,1,1,2,2,2,2,1,2, ,2,3, , ,1,1,2,4,1,31,6,6,1,9,2, 
100431,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,2,4,1,31,6,6,1,8,2, 
100433,4,2,3,2,2,2,2,1,2,2,2,2, , , , ,3,1,1,2,4,1,48,1,4,1,8,2, 
100434,1,1,1,1,1,1,2,1,2,1,1,2,4,3,1, ,1,1,2,1,4,1,56,1,7,3,8,2, 
100435,1,1,1,1,1,1,1,1,2,2,1,2,5,1,1,1,2,1,2,1,4,1,43,9,99,99,99,9,9
100438,2,1,1,2,1,1,2,1,1,1,2,2, ,2,3, ,1,1,1,1,4,2,45,1,3,5,8,1, 
100440,1,1,1,2,2,2,1,1,2,1,2,2, , , ,2,3,1,1,1,4,2,18,6,2,4,98,2, 
100442,2,1,1,2,1,1,1,1,2,2,2,2, ,3,5,1,1,2,1,2,4,1,19,6,4,1,4,2, 
100444,1,1,1,1,1,1,2,1,1,2,2,1,1,5,1, ,3,2,1,1,4,1,50,1,6,1,9,2, 
100445,1,2,2,2,2,2,2,1,2,1,2,2, , , , ,5,1,1,2,4,1,66,1,4,1,9,1, 
100447,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1, ,3,1,1,1,3,1,40,1,6,1,8,3,2
100448,2,1,1,2,1,1,1,1,2,2,2,2, ,3,2,3,3,1,2,1,3,2,21,6,3,1,5,3,2
100450,2,1,2,1,2,1,2,2,2,2,2,2,1, ,1, , ,1,1,2,1,1,69,1,7,3,8,3,2
100451,1,1,4,2,1,1,2,1,1,2,1,2, ,2,2, ,2,1,1,1,2,1,29,2,5,1,4,2, 
100452,1,1,1,1,1,1,1,1,2,1,1,2,3,1,4,3,3,2,1,2,4,1,25,6,6,1,5,2, 
100454,2,2,1,2,2,2,2,2,2,2,1,2, , , , , ,1,2,2,3,1,40,1,7,1,6,3,8
100460,2,1,2,2,1,1,2,1,1,1,2,2, ,1,1, ,3,1,1,2,3,2,62,1,8,3,8,2, 
100461,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,3,2,1,1,2,1,1,28,6,7,1,7,3,8
100462,1,1,3,1,1,1,2,1,1,1,1,1,3,4,1, ,1,1,1,2,1,1,40,1,7,1,9,4,2
100465,2,2,2,2,2,2,2,1,2,2,2,2, , , , ,5,1,1,2,3,1,59,1,3,1,99,1, 
100466,2,1,2,1,2,1,2,2,2,2,1,2,3, ,1, , ,1,1,2,3,2,70,1,4,3,99,2, 
100470,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,2,1,1,2,18,6,3,1,2,2, 
100471,2,1,2,2,2,1,2,1,2,2,1,2, , ,2, ,4,2,1,2,1,2,99,1,6,3,7,2, 
100473,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,2,26,6,6,1,6,2, 
100474,1,2,3,2,2,2,2,1,2,2,1,1, , , , ,3,1,1,2,1,1,64,1,4,3,98,2, 
100475,2,1,1,2,1,1,1,1,2,1,2,2, ,5,3,5,5,2,2,1,3,1,21,6,3,1,2,1, 
